id,Title,Content,WPML Language Code,Destinations,Categories,Image Featured,Video,Web,Phone,POI lat,POI long,POI Coordinates
40968,Anfiteatro La Puntilla,"Inaugurated in April 2017, Puerto Platas newest outdoor venue, La Puntilla, is a stunning 2,062 square meter (22,200 square foot) outdoor Grecian amphitheater facing the Atlantic Ocean, with a capacity of over 4,000 spectators. Flanked by the San Felipe Fort on one side, and a verdant La Puntilla park, concerts, dance performances, and other artistic events are occasionally held here, featuring Dominican and international artists.",en,Puerto Plata,Family-Friendly|Theaters,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/dsc_1628_1.jpg,,,,,,"a:6:{s:7:""address"";s:60:""Desvio a la Puntilla, Puerto Plata 57000, Dominican Republic"";s:3:""lat"";s:17:""19.80368081004416"";s:3:""lng"";s:18:""-70.69461183782045"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40969,Cabarete Shopping,"Shopping in Cabarete is as bona fide an activity as surfing. The beach towns main street is lined with exquisite boutique stores carrying carefully curated Dominican art and apparel from around the country and from overseas. Youll find designer beach apparel and gear, Taino ceramics, larimar jewelry, and cigars, among other finds. You can also shop for organic Dominican cacao and coffee right here from the areas multiple coffee shops.",en,Puerto Plata,Family-Friendly|Shopping,,,,,19.7504987,-70.40802651,"a:6:{s:7:""address"";s:52:""Paseo Don Chiche, Cabarete 57000, Dominican Republic"";s:3:""lat"";s:18:""19.750498697515734"";s:3:""lng"";s:18:""-70.40802651370848"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40970,Sosúa Shopping,"Sosúas main street, Pedro Clisante, is filled with opportunities to shop for local arts and crafts, beachwear, and a multitude of Dominican favoritesâ€“from cacao to rum. Youll also find an excellent range of local paintings; stroll down the artist alley leading toward Sosúa Beach for unique selections. Additional shacks with souvenirs and trinkets are sold on the beach.",en,Puerto Plata,Family-Friendly|Shopping,,,,,19.7572211,-70.5171504,"a:6:{s:7:""address"";s:31:""Playa Sosua, Dominican Republic"";s:3:""lat"";s:10:""19.7572211"";s:3:""lng"";s:18:""-70.51715039999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40971,Cabarete Nightlife,"Cabarete by night is just as intense as it is by day. The multitude of bars and small clubs lining the beach fill up with barefoot or sandal-clad travelers and locals enjoying happy hours, music, and dancing. Youll find two-story nightclubs with theme music nights, as well as cozy sofas directly on the beach to spend a calmer night amid the bouncing party crowd.[/vc_column_text][/vc_column][/vc_row][vc_row][vc_column][om_cc_vc_carouselelement height=""auto"" image_size=""full"" show_arrows=""true"" fullscreen=""true"" enable_rewind=""true"" images=""18635,18703""][/vc_column][/vc_row]",en,Puerto Plata,Dining &amp; Nightlife>Music + Nightlife,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/cabarete-nocturno.jpg,,,,,,"a:6:{s:7:""address"";s:28:""Cabarete, Dominican Republic"";s:3:""lat"";s:10:""19.7509228"";s:3:""lng"";s:18:""-70.41442089999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40972,Sosúa Nightlife,"Sosúas main strip, Pedro Clisante Street, closes off to traffic after dusk and is the hub of nightlife in this beach town. Bars, lounges, and nightclubs lining the street continue on late into the night. Live music is usually on the menu at least once a week, including variations of rock and blues at a number of expat-owned establishments.",en,Puerto Plata,Dining &amp; Nightlife>Music + Nightlife,,,,,19.7673121,-70.5104929,"a:6:{s:7:""address"";s:42:""Pedro Clisante, Sosúa, Dominican Republic"";s:3:""lat"";s:10:""19.7673121"";s:3:""lng"";s:18:""-70.51049290000003"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40973,Parque La Puntilla,"Occupying the western edge of the citys Malecón, adjacent to Fort San Felipe and with a boardwalk running along the edge of the Atlantic Ocean, this recently renovated coastal park is the Puerto PlateÃ±os favorite stop for a break at the end of the dayâ€“sunsets from La Puntilla are breathtakingâ€“and for a weekend stroll. Punctuated with a statue of Gregorio Luperón, the park boasts bike lanes along the sea views, and plenty of additional seating, including an on-site amphitheater where big events and concerts take place throughout the year.",en,Puerto Plata,Family-Friendly|Urban Parks,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/dsc_1615.jpg,,,,,,"a:6:{s:7:""address"";s:80:""La Puntilla, Avenida General Gregorio Luperón, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.8053716"";s:3:""lng"";s:18:""-70.69597440000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
41970,Puerto Plata Cable Car,"[vc_row][vc_column][vc_column_text css="".vc_custom_1563893721500{margin-bottom: 0px !important;}""]No visit to Puerto Plata is complete without riding the em>telef/em>em>Ã©rico/em>â€“the only complete cable car ride youll find in the whole Caribbean region, operating continuously since 1975. A breathtaking 10-minute ride takes you soaring in one of two cable cars 800 meters (2,625 feet) above Puerto Platas magical landscapeâ€“from the sea on your north to the lush, verdant plains that eventually lead you to the other end of the cable, at Mount Isabel de Torres. Explore the nature reserve and botanical gardens, enjoying the ride back down by cable car once more before heading out.[/vc_column_text][/vc_column][/vc_row]",en,Puerto Plata,Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/teleferico-puerto-plata-1800x1080.jpg,,http://www.telefericopuertoplata.com,-2279,,,"a:6:{s:7:""address"";s:60:""The Cable Car Puerto Plata, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7881319"";s:3:""lng"";s:18:""-70.70997020000004"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
42063,Casa de la Cultura,"Located across the citys historical central park, Casa de La Cultura is one of the oldest intellectual hubs and cultural institutions in Puerto Plata, rebuilt at the turn of the 20th century and now hosting key art and cultural events, from exhibits to lectures. Take a tour of the three-story, Victorian-style wooden building, with a Spanish literature library and a second floor veranda with panoramic views over Puerto Platas central square.",en,Puerto Plata,Family-Friendly|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/casa-cultura-pp.jpg,,,-3800,,,"a:6:{s:7:""address"";s:60:""Casa de la Cultura, Beller, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7972468"";s:3:""lng"";s:18:""-70.69300659999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
42066,Casa de Arte,"Inaugurated in 2013, Casa de Arte is the north coasts most recent cultural center, doubling as a museum and an educational arts and crafts hub. Located in the heart of Sosúas beach town, rotating art and sculpture exhibits, lectures, and other events are hosted here every month. Casa de Arte also subsidizes a fantastic art school for the areas underprivileged children and teens, offering classes on jewelry making, painting and ballet, among others.

Feel free to step in while on the way to or from the beach, and tour the current exhibit.",en,Puerto Plata,Family-Friendly|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/14-14-13-50-39-2654556.jpg,,,-3821,,,"a:6:{s:7:""address"";s:66:""Casa de Arte de Sosúa, Pedro Clisante, Sosúa, Dominican Republic"";s:3:""lat"";s:10:""19.7624806"";s:3:""lng"";s:18:""-70.51669659999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
65204,Laguna Gri-Gri,"p class=""p1"">span class=""s1"">Located in the fishing village of Río San Juan, approximately 100 kilometers (62 miles) east of Puerto Plata, Laguna Gri-Gri is one of the countrys major bird sanctuaries, set along a peaceful lagoon flanked by thick mangroves. Boat rides take you along this mystical lagoon at any time of day, though sunset is the best time to see egrets, and vultures soaring and chirping loudly above the mangroves as you pass through the narrow channels, eventually leading up to the sea. Daily guided boat tours of the lagoon includes a stop at Cueva de Las Golondrinas (i>Cave of the Swallows/i>), facing a turquoise, shallow cove where you can take a swim, and end at the magical Playa Caletón to enjoy one of Río San Juans blissful beaches./span>/p>",en,Puerto Plata,Family-Friendly|National Parks + Protected Areas|Rivers + Lakes|Wildlife Spotting,https://www.godominicanrepublic.com/wp-content/uploads/2018/08/laguna-grigri_baja.jpg,,,,,,"a:6:{s:7:""address"";s:48:""Laguna Gri-Gri, Rio San Juan, Dominican Republic"";s:3:""lat"";s:10:""19.6471792"";s:3:""lng"";s:11:""-70.0776674"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
